174,The Mischievous Macadamia,Midtown,Pub Food,High,08:00,21:00
175,The Noble Nectarine,Flushing,Italian,Low,08:00,22:00
176,The Optimistic Oyster,Bay Ridge,Salad,Medium,11:00,23:00
177,The Proud Peanut,East Village,Indian,Medium,10:00,22:00
178,The Quaint Quinoa,DUMBO,Sandwiches,Medium,10:00,21:00
179,The Radiant Raisin,Astoria,Pakistani,Medium,10:00,22:00
180,The Serene Sardine,Harlem,Thai,High,10:00,22:00
181,The Tranquil Tapioca,Gowanus,Burgers,High,10:00,23:00
182,The Unstoppable Udon,Inwood,Sandwiches,Medium,09:00,21:00
183,The Vivacious Vinegar,Brooklyn Heights,Tex-Mex,Medium,09:00,23:00
184,The Wise Water Buffalo,Gowanus,Caribbean,Medium,09:00,23:00
185,The Zen Zucchini,Fort Greene,Nepalese,Low,10:00,23:00
186,The Angry Alpaca,Midtown,German,Medium,10:00,22:00
187,The Bitter Banana,Midtown,Sushi,High,11:00,22:00
188,The Cautious Caribou,Long Island City,Sandwiches,Medium,11:00,22:00
189,The Delicious Deer,Rego Park,French,Medium,09:00,22:00
190,The Energetic Emu,Upper East Side,Korean,High,08:00,21:00
191,The Festive Fajita,Tribeca,Mexican,Low,09:00,21:00
192,The Glowing Gummy Bear,Sunset Park,Salad,High,11:00,23:00
193,The Hasty Honey,Upper West Side,New American,Low,10:00,21:00
194,The Inquisitive Iced Tea,Lower East Side,Sushi,Low,11:00,22:00
195,The Jaded Jujube,Financial District,Hot Dogs,Low,11:00,23:00
196,The Kinetic Kumquat,Inwood,Dim Sum,Low,08:00,21:00
197,The Lively Lemonade,Jackson Heights,Malaysian,High,11:00,23:00
198,The Melodic Mango,Tribeca,Russian,Low,09:00,23:00
199,The Nutritious Nacho,Bay Ridge,Laotian,Medium,09:00,21:00
200,The Outgoing Octopus,Fort Greene,Pub Food,High,08:00,22:00
